gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
4284579854,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1217250861,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Big Basin Redwoods SP (inland only)--please consider using more specific location,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.168644,-122.22138,,,,,,,7/5/21,5,7,2021,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1217250861,,,,CC_BY_4_0,,obsr189374,,,2024-01-24T21:48:31.422Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4284461035,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1537816719,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,10/9/22,9,10,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1537816719,,,,CC_BY_4_0,,obsr149263,,,2024-01-24T21:04:13.988Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4282732933,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1519487351,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,9/15/22,15,9,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1519487351,,,,CC_BY_4_0,,obsr343821,,,2024-01-24T21:03:50.246Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4282651618,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1341675032,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,2/12/22,12,2,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1341675032,,,,CC_BY_4_0,,obsr56476,,,2024-01-24T20:59:26.066Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4282231376,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1486076982,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,18,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,7/23/22,23,7,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1486076982,,,,CC_BY_4_0,,obsr2019558,,,2024-01-24T21:26:33.424Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4282003236,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1556390208,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Pigeon Pt.,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.182,-122.394,,,,,,,11/6/22,6,11,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1556390208,,,,CC_BY_4_0,,obsr203361,,,2024-01-24T21:04:37.788Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4280938802,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1577206569,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Monterey Bay pelagic—inshore Terrace Pt. to Soquel Pt. (0-2 mi offshore),California,PRESENT,7,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.947216,-122.0092,,,,,,,12/7/22,7,12,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1577206569,,,,CC_BY_4_0,,obsr632270,,,2024-01-24T21:05:07.086Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4280695351,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1527179517,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Ano Nuevo Bay overlook @ hwy 1 Pull-out (south of Ano Nuevo SP to county line),California,PRESENT,14,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.109844,-122.29525,,,,,,,9/26/22,26,9,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1527179517,,,,CC_BY_4_0,,obsr562939,,,2024-01-24T21:03:59.857Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4280241869,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1527021007,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,9/23/22,23,9,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1527021007,,,,CC_BY_4_0,,obsr129070,,,2024-01-24T21:52:34.141Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4280051114,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1526933505,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,9/25/22,25,9,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1526933505,,,,CC_BY_4_0,,obsr2554502,,,2024-01-24T21:50:35.509Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4280051042,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1526901726,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,9/23/22,23,9,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1526901726,,,,CC_BY_4_0,,obsr343821,,,2024-01-24T21:51:24.211Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4279965907,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1497619059,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,"Ano Nuevo SP--Visitors Center, Elephant Seals and trails",California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.1174,-122.31882,,,,,,,8/13/22,13,8,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1497619059,,,,CC_BY_4_0,,obsr131100,,,2024-01-24T21:03:17.096Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4278771104,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1486089378,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,22,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,7/24/22,24,7,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1486089378,,,,CC_BY_4_0,,obsr173455,,,2024-01-24T21:02:59.506Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4278671705,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1486077042,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,18,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,7/23/22,23,7,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1486077042,,,,CC_BY_4_0,,obsr767676,,,2024-01-24T21:51:23.538Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4277927533,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1544462259,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,10/15/22,15,10,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1544462259,,,,CC_BY_4_0,,obsr343821,,,2024-01-24T21:52:31.324Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4277826075,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1486466966,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,22,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,7/24/22,24,7,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1486466966,,,,CC_BY_4_0,,obsr957099,,,2024-01-24T21:26:38.068Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4277721728,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1537790844,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,10/9/22,9,10,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1537790844,,,,CC_BY_4_0,,obsr682880,,,2024-01-24T21:52:11.229Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4277376467,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1486079049,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,18,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,7/23/22,23,7,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1486079049,,,,CC_BY_4_0,,obsr1535683,,,2024-01-24T21:51:16.106Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4277262307,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1341745570,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,2/12/22,12,2,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1341745570,,,,CC_BY_4_0,,obsr413922,,,2024-01-24T20:59:26.252Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4277208421,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1507716708,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Bolinas Lagoon inlet,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.909275,-122.68155,,,,,,,8/29/22,29,8,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1507716708,,,,CC_BY_4_0,,obsr2810386,,,2024-01-24T21:03:31.859Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4276656291,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1490387348,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,7/1/22,1,7,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1490387348,,,,CC_BY_4_0,,obsr1012548,,,2024-01-24T21:27:46.433Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4276588089,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1569847438,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Miramar Beach,California,PRESENT,10,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.492832,-122.460106,,,,,,,11/26/22,26,11,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1569847438,,,,CC_BY_4_0,,obsr1518947,,,2024-01-24T21:04:56.873Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4276405748,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1486101524,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,18,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,7/23/22,23,7,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1486101524,,,,CC_BY_4_0,,obsr517384,,,2024-01-24T21:03:00.287Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4275511521,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1527362821,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,9/25/22,25,9,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1527362821,,,,CC_BY_4_0,,obsr2933457,,,2024-01-24T21:50:45.326Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4275472467,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1538051767,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,6,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,10/9/22,9,10,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1538051767,,,,CC_BY_4_0,,obsr1442200,,,2024-01-24T21:04:14.334Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4275310792,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1507536256,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Pillar Point Harbor,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.50334,-122.48192,,,,,,,8/28/22,28,8,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1507536256,,,,CC_BY_4_0,,obsr410551,,,2024-01-24T21:03:31.696Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4275037628,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1354756223,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Santa Cruz Municipal Wharf,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.959034,-122.01829,,,,,,,2/24/22,24,2,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1354756223,,,,CC_BY_4_0,,obsr208269,,,2024-01-24T21:25:39.518Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4274767763,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1519269328,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,9/15/22,15,9,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1519269328,,,,CC_BY_4_0,,obsr551717,,,2024-01-24T21:50:33.393Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4274311094,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1588416796,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Pigeon Pt.,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.182,-122.394,,,,,,,12/24/22,24,12,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1588416796,,,,CC_BY_4_0,,obsr3189701,,,2024-01-24T21:05:26.103Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4273857914,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1521547530,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,9/2/22,2,9,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1521547530,,,,CC_BY_4_0,,obsr245893,,,2024-01-24T21:03:53.463Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4273476477,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1423071683,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Pigeon Pt.,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.182,-122.394,,,,,,,4/30/22,30,4,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1423071683,,,,CC_BY_4_0,,obsr546572,,,2024-01-24T21:25:49.062Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4273426877,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1341748789,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,"Auto selected 37.45399, -122.60056",California,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.453995,-122.600555,,,,,,,2/12/22,12,2,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1341748789,,,,CC_BY_4_0,,obsr1395970,,,2024-01-24T21:25:17.645Z,,TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4272917854,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1390575407,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,West Cliff from Woodrow to lighthouse,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,36.951725,-122.03132,,,,,,,4/12/22,12,4,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1390575407,,,,CC_BY_4_0,,obsr129371,,,2024-01-24T21:49:06.970Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4272671794,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1531060503,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,4,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,10/1/22,1,10,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1531060503,,,,CC_BY_4_0,,obsr171564,,,2024-01-24T21:27:29.960Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4272658346,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1488638494,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay Waters,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.496155,-122.47767,,,,,,,7/30/22,30,7,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1488638494,,,,CC_BY_4_0,,obsr2701184,,,2024-01-24T21:52:15.285Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
4272033201,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS1486195604,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Half Moon Bay--inshore bay,California,PRESENT,18,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.487663,-122.469406,,,,,,,7/23/22,23,7,2022,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS1486195604,,,,CC_BY_4_0,,obsr835106,,,2024-01-24T21:27:21.770Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
